X,Y,OBJECTID,Código,Nº_de_cent,Calle,Tipo_de_ví,Clase_de_a,Anchura_de,Disposició,Interdista,Nº_de_lumi,Tipo_de_so,Altura__m_,Luminaria,Tipo_de_lá,Potencia_d,Equipo_aux,Equipo_de,Uso_de_lám,Tipo_de__1,Potencia_1,Equipo_a_1,Equipo_d_1,Uso_de_l_1,Tipo_de_Pr,Luminari_1,Lámpara_pr,Equipo_d_2,Equipo_d_3,Municipio,POTENCIA_L1,POTENCIA_L2,POTENCIA_F,CENTRO_DE_MANDO
228336.139587808,3167689.28987505,457,1002,CM-001,Callejon de Judas,B1,ME5,4,Unilateral,40,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228312.999582642,3167706.30036762,458,1001,CM-001,Callejon de Judas,B1,ME5,4,Unilateral,40,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228392.539247681,3167719.44992212,459,1003,CM-001,Callejon de Judas,B1,ME5,4,Unilateral,40,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228388.830766064,3167775.74482677,460,1004,CM-001,Callejon de Judas,B1,ME5,4,Unilateral,40,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228390.099301054,3167832.18291752,461,1005,CM-001,Callejon de Judas,B1,ME5,4,Unilateral,40,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228390.829182642,3167865.99046761,462,1006,CM-001,Callejon de Judas,B1,ME5,4,Unilateral,40,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228298.215681812,3167719.03695152,463,1016,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228306.679582641,3167735.24036761,464,1015,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228311.359582641,3167779.00036761,465,1014,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228297.929582641,3167814.78036761,466,1013,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228275.799582642,3167844.64036762,467,1011,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228280.549582642,3167847.22036762,468,1012,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228283.15966358,3167682.06061009,469,1017,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228274.389582641,3167650.00036761,470,1018,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228269.140198647,3167612.67036761,471,1019,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228270.76958264,3167576.25282565,472,1020,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228271.559582641,3167517.20036762,473,1023,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228270.839582642,3167566.56036761,474,1021,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228271.399582641,3167539.80036761,475,1022,CM-001,Travesia Maximiliano Perez Diaz,D3-D4,S4,8,Unilateral,25,1,Báculo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228249.889582641,3167521.63286761,476,1113,CM-001,General Mola,B1,ME5,6,Unilateral,20,1,Brazo Simple,6,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228220.959616351,3167524.26036753,477,1112,CM-001,General Mola,B1,ME5,6,Unilateral,20,1,Brazo Simple,6,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228232.109582641,3167742.93036762,478,1061,CM-001,Plaza Mazo,E1-E2,S4,10,Bilateral,20,1,Directo,"0,5",Baliza,BC,23,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Baliza,L_Bulb-13,EL,NO,Villa de Mazo,23,,13,"Pueblo Norte, Camino Judas "
228244.669582641,3167758.41036762,479,1060,CM-001,Plaza Mazo,E1-E2,S4,10,Bilateral,20,1,Directo,"0,5",Baliza,BC,23,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Baliza,L_Bulb-13,EL,NO,Villa de Mazo,23,,13,"Pueblo Norte, Camino Judas "
228257.029582641,3167745.11036761,480,1062,CM-001,Plaza Mazo,E1-E2,S4,10,Bilateral,20,1,Directo,"0,5",Baliza,BC,23,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Baliza,L_Bulb-13,EL,NO,Villa de Mazo,23,,13,"Pueblo Norte, Camino Judas "
228242.039582642,3167732.16036761,481,1063,CM-001,Plaza Mazo,E1-E2,S4,10,Bilateral,20,1,Directo,"0,5",Baliza,BC,23,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Baliza,L_Bulb-13,EL,NO,Villa de Mazo,23,,13,"Pueblo Norte, Camino Judas "
228245.505101861,3167721.87901363,482,1122,CM-001,Jose Antonio Primo de Rivera,B1,ME5,7,Unilateral,30,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228266.819582641,3167743.59036762,483,1123,CM-001,Jose Antonio Primo de Rivera,B1,ME5,7,Unilateral,30,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228266.819582641,3167778.62664467,484,1124,CM-001,Jose Antonio Primo de Rivera,B1,ME5,7,Unilateral,30,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228263.59958264,3167802.00036761,485,1125,CM-001,Jose Antonio Primo de Rivera,B1,ME5,7,Unilateral,30,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228235.783181016,3167764.75747778,486,1042,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228253.189582641,3167785.39036761,487,1041,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228248.61958264,3167810.80036762,488,1040,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228234.079582642,3167835.97036762,489,1039,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228218.402582641,3167742.60786761,490,1043,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228201.355292287,3167720.89120309,491,1044,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228182.879582641,3167695.39036762,492,1045,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228165.183691401,3167673.94036762,493,1046,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228152.220721551,3167645.60808691,494,1047,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228143.789582642,3167638.28036762,495,1101,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228138.739582641,3167645.02036761,496,1102,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228168.039582642,3167650.40036762,497,1103,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228163.779565169,3167629.89239555,498,1104,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228148.63958264,3167605.24036762,499,1105,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228136.235946277,3167617.69036761,500,1100,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228124.98958264,3167617.58036761,501,1095,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228111.39958264,3167621.68036761,502,1094,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228103.039582643,3167617.64036762,503,1093,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228135.61437738,3167707.39879229,504,1081,CM-001,Doctor Manuel Martel Sangil,B1,ME5,4,Unilateral,45,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228107.879582642,3167657.80036761,505,1082,CM-001,Doctor Manuel Martel Sangil,B1,ME5,4,Unilateral,45,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228085.839582641,3167603.40036761,506,1083,CM-001,Doctor Manuel Martel Sangil,B1,ME5,4,Unilateral,45,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228132.919582643,3167610.16036761,507,1099,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228128.389582641,3167597.97036761,508,1098,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228121.96958264,3167586.79036761,509,1097,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228116.151072025,3167575.83365373,510,1096,CM-001,Spar Mazo,E1-E2,S4,3,Unilateral,12,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228117.672003298,3167554.60333049,511,1049,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228117.736725894,3167532.76449977,512,1050,CM-001,Carretera General Mazo 2,D3-D4,S4,8,Unilateral,20,1,Báculo,8,Viaria con cierre vidrio plano (tipo I),VSBP,55,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,55,,32,"Pueblo Norte, Camino Judas "
228047.639582641,3167746.48036762,513,1080,CM-001,Doctor Manuel Martel Sangil,B1,ME5,4,Unilateral,45,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228038.689582641,3167815.70036761,514,1079,CM-001,Doctor Manuel Martel Sangil,B1,ME5,4,Unilateral,45,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228031.31308264,3167664.66536762,515,1084,CM-001,Doctor Manuel Martel Sangil,B1,ME5,4,Unilateral,45,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228020.629582642,3167620.63036761,516,1085,CM-001,Doctor Manuel Martel Sangil,B1,ME5,4,Unilateral,45,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
227994.919582643,3167540.20036762,517,1086,CM-001,Doctor Manuel Martel Sangil,B1,ME5,4,Unilateral,45,1,Brazo Simple,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228156.689582641,3167592.84036762,518,1127,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228157.379582642,3167601.24036761,519,1126,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228176.921890286,3167590.33267532,520,1129,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228177.879582641,3167597.08036761,521,1128,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228197.039582641,3167585.00036761,522,1131,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228199.538735412,3167591.85221146,523,1130,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228220.969582641,3167579.06036762,524,1133,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228220.969582641,3167584.77036761,525,1132,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228245.444587575,3167573.64739679,526,1135,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228246.57513778,3167580.33409779,527,1134,CM-001,Cuesta Centro Salud,B1,ME5,5,Bilateral,35,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-49,EL,TGP,Villa de Mazo,35,,49,"Pueblo Norte, Camino Judas "
228137.879582643,3167523.24036762,528,1106,CM-001,General Mola,B1,ME5,6,Unilateral,20,1,Brazo Simple,6,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228146.249175497,3167519.82886762,529,1109,CM-001,General Mola,B1,ME5,6,Unilateral,20,1,Brazo Simple,6,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228158.779582641,3167521.39036762,530,1110,CM-001,General Mola,B1,ME5,6,Unilateral,20,1,Brazo Simple,6,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228180.643355685,3167520.55052233,531,1111,CM-001,General Mola,B1,ME5,6,Unilateral,20,1,Brazo Simple,6,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228158.263513962,3167538.82036762,532,1114,CM-001,Jose Antonio Primo de Rivera,B1,ME5,7,Unilateral,30,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228162.979582641,3167554.52036761,533,1115,CM-001,Jose Antonio Primo de Rivera,B1,ME5,7,Unilateral,30,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228169.721068729,3167574.76233623,534,1116,CM-001,Jose Antonio Primo de Rivera,B1,ME5,7,Unilateral,30,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
228182.466979433,3167608.97036762,535,1117,CM-001,Jose Antonio Primo de Rivera,B1,ME5,7,Unilateral,30,1,Columna,4,Artística con Reflector,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,TGP,Villa de Mazo,35,,32,"Pueblo Norte, Camino Judas "
