X,Y,OBJECTID,Código,Nº_de_cent,Calle,Tipo_de_ví,Clase_de_a,Anchura_de,Disposició,Interdista,Nº_de_lumi,Tipo_de_so,Altura__m_,Luminaria,Tipo_de_lá,Potencia_d,Equipo_aux,Equipo_de,Uso_de_lám,Tipo_de__1,Potencia_1,Equipo_a_1,Equipo_d_1,Uso_de_l_1,Tipo_de_Pr,Luminari_1,Lámpara_pr,Equipo_d_2,Equipo_d_3,Municipio,POTENCIA_L1,POTENCIA_L2,POTENCIA_F,CENTRO_DE_MANDO
229790.791000001,3176463.831,2648,1071,CM-001,C/tamarahoya,E1-E2,S4,6,Tresbolillo,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229802.263499999,3176469.5635,2649,1072,CM-001,C/tamarahoya,E1-E2,S4,6,Tresbolillo,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229804.8775,3176479.608,2650,1073,CM-001,C/tamarahoya,E1-E2,S4,6,Tresbolillo,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229819.612845492,3176489.10224746,2651,1074,CM-001,C/tamarahoya,E1-E2,S4,6,Tresbolillo,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229807.989999999,3176494.21104329,2652,1075,CM-001,C/tamarahoya,E1-E2,S4,6,Tresbolillo,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229793.811000001,3176448.196,2653,1076,CM-001,C/tirimasu,E1-E2,S4,6,Unilateral,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229787.441151994,3176441.07889192,2654,1077,CM-001,C/tirimasu,E1-E2,S4,6,Unilateral,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229779.661000002,3176433.65,2655,1078,CM-001,C/tirimasu,E1-E2,S4,6,Unilateral,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229786.303,3176427.389,2656,1079,CM-001,C/niquiomo,E1-E2,S4,6,Unilateral,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229782.020000001,3176454.566,2657,1080,CM-001,C/niquiomo,E1-E2,S4,6,Unilateral,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229775.237000001,3176460.651,2658,1081,CM-001,C/niquiomo,E1-E2,S4,6,Unilateral,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229768.980000001,3176461.3695,2659,1082,CM-001,C/aguacai,E1-E2,S4,6,Unilateral,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229765.802,3176472.36,2660,1083,CM-001,C/aguacai,E1-E2,S4,6,Unilateral,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229774.779419312,3176477.97063984,2661,1084,CM-001,C/aguacai,E1-E2,S4,6,Unilateral,21,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229782.718253179,3176487.25086521,2662,1085,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229791.389905246,3176496.89742527,2663,1086,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229796.301999999,3176506.463,2664,1087,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229781.750000001,3176517.409,2665,1088,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229775.133500936,3176514.03512582,2666,1089,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229767.8053489,3176505.73176883,2667,1090,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229757.0725,3176501.5365,2668,1091,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229750.584181135,3176522.21638333,2669,1092,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229758.156605903,3176530.39765292,2670,1093,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229288.247644549,3176463.67928742,5285,22001,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229283.137031064,3176460.20218168,5286,22002,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229279.350675437,3176470.79748781,5287,22003,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229276.702159722,3176464.36768047,5288,22004,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229272.435260053,3176466.73290528,5289,22005,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229275.939917451,3176471.66698951,5290,22006,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229267.372977147,3176476.44609519,5291,22011,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229271.905004562,3176472.46350712,5292,22007,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229269.065928278,3176466.14002226,5293,22008,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229265.62893369,3176468.43046092,5294,22009,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229262.83956886,3176470.07395428,5295,22010,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229258.644474626,3176483.24442708,5296,22013,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229260.647444921,3176482.38831117,5297,22012,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229260.214527996,3176489.60215138,5298,22014,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229263.862796255,3176495.13452485,5299,22018,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229264.492474654,3176488.84708152,5300,22015,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229265.62479107,3176491.04741637,5301,22016,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229267.323265695,3176494.44342869,5302,22017,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229271.035054144,3176504.82969399,5303,22019,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229275.314381675,3176512.20469022,5304,22021,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229276.887196793,3176506.54527039,5305,22020,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229281.542121965,3176513.58778359,5306,22022,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229287.020047851,3176514.09056281,5307,22024,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229284.504096006,3176509.62682044,5308,22023,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229292.619490617,3176512.20469022,5309,22025,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229297.342078597,3176508.48971045,5310,22027,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229294.196448359,3176507.16968974,5311,22026,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229306.715449129,3176502.76811899,5312,22029,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229303.631958205,3176501.69948789,5313,22028,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Directo,4,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229279.75094664,3176498.43473697,5314,22035,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229279.605,3176491.255,5315,22040,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229285.467999999,3176487.446,5316,22041,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229281.139,3176480.783,5317,22038,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229275.276,3176484.592,5318,22039,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229291.383331833,3176498.26255117,5319,22042,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229293.14281716,3176497.1725432,5320,22043,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229304.989477998,3176489.83349089,5321,22044,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229306.480887454,3176488.90955695,5322,22045,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229313.77675846,3176495.44361953,5323,22046,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229291.528000001,3176464.332,5324,22037,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229285.663144064,3176472.48504094,5325,22036,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229241.208182681,3176485.12038825,5326,22030,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229245.615931464,3176491.41503989,5327,22031,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229256.824483115,3176501.839,5328,22032,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229261.988950673,3176510.42423908,5329,22033,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229273.287195698,3176521.85198772,5330,22034,CM-022,Urb. Los nacientes,E1-E2,S4,0,Indefinido,0,1,Brazo,6,Viaria con cierre vidrio plano (tipo I),VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,Urbanización Los Nacientes 
229298.321012499,3176465.53388027,5331,22047,CM-022,Urb. Los nacientes,E1-E2,S4,5,Unilateral,8,1,Directo,6,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229300.563369292,3176469.10312513,5332,22048,CM-022,Urb. Los nacientes,E1-E2,S4,5,Unilateral,8,1,Directo,6,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229302.598192593,3176472.34203102,5333,22049,CM-022,Urb. Los nacientes,E1-E2,S4,5,Unilateral,8,1,Directo,6,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229304.481114808,3176475.33915014,5334,22050,CM-022,Urb. Los nacientes,E1-E2,S4,5,Unilateral,8,1,Directo,6,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229306.050700565,3176477.83751968,5335,22051,CM-022,Urb. Los nacientes,E1-E2,S4,5,Unilateral,8,1,Directo,6,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229308.024593811,3176480.97944087,5336,22052,CM-022,Urb. Los nacientes,E1-E2,S4,5,Unilateral,8,1,Directo,6,Empotrada pared,BC,18,EM,NO,Noche entera,-,-,-,-,-,Cambio lámpara+equipo,Empotrada pared,L_Bulb-7,EL,NO,Santa Cruz de La Palma,18,,7,Urbanización Los Nacientes 
229792.448757942,3176428.72365859,5738,1096,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229796.636757943,3176432.9856586,5739,1097,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229801.213640269,3176437.92851756,5740,1098,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229806.594549183,3176444.69890006,5741,1099,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229816.066423092,3176454.06060152,5742,1100,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
229823.314808114,3176462.28355945,5743,1101,CM-001,Urbanizacion tamarahoya,E1-E2,S4,6,Indefinido,0,1,Columna,6,Peatonal cierre plano,VSBP,35,EM,NO,Noche entera,-,-,-,-,-,Cambio luminaria,PC Ámbar,PC Ámbar-32,EL,DP,Santa Cruz de La Palma,35,,32,C/ El Pilar 
